number_of_vehicles,number_of_casualties,hour,day_of_week,month,is_weekend,season,cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow,hour_peak,precipitation_peak_interaction,low_visibility_proxy,actual_class_index,predicted_class_index,actual_class_label,predicted_class_label
1,1,15,3,3,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,15,5,8,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,13,5,7,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,15,2,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,14,6,8,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
3,1,1,2,6,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,23,6,6,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,1,1,3,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,1,16,4,1,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
2,1,6,2,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
2,1,16,2,6,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
2,2,7,0,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,0,Serious,Slight
2,1,8,6,6,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,0,6,12,1,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,22,1,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,1,20,2,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,9,6,8,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,0,Serious,Slight
2,1,23,4,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,1,14,4,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,17,2,3,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
1,1,16,0,4,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,3,3,7,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,11,2,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,2,9,3,4,0,1,3.0,4.4,185.0,23.2,15.9,8.6,0.0,102450.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,13,5,12,1,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,12,2,11,0,3,7.0,1.5,40.0,13.7,10.4,7.1,0.2,101220.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,18,2,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,16,5,9,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,2,19,4,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,22,2,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,1,21,4,6,0,2,7.0,2.8,149.0,20.9,17.2,13.5,0.4,101360.0,0,0,0.0,0,1,2,Serious,Fatal
1,2,16,6,9,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
2,1,6,2,2,0,0,4.0,6.5,99.0,9.1,5.6,2.2,10.0,101440.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,12,6,10,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,1,23,6,4,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,14,6,2,1,0,6.0,0.0,20.0,13.1,12.5,12.0,12.2,99490.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,10,5,5,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,1,0,6,6,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,19,1,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
3,1,14,4,8,0,2,2.0,6.2,232.0,36.5,26.2,16.0,0.0,101780.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,13,0,8,0,2,3.0,10.9,290.0,15.1,11.8,18.7,0.0,101370.0,0,0,0.0,0,2,1,Fatal,Serious
2,2,18,4,2,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,2,9,3,3,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
1,1,17,1,2,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,16,5,9,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
2,1,0,6,3,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,3,6,10,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,1,11,4,7,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,16,4,3,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
2,1,11,6,9,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,16,5,6,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
3,1,9,2,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
1,1,15,5,2,1,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,13,2,1,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
3,2,17,0,3,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
1,1,12,5,12,1,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,2,17,3,9,0,3,1.0,7.5,179.0,22.6,17.7,12.9,0.0,102830.0,0,1,0.0,0,1,2,Serious,Fatal
3,2,2,2,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
3,3,23,2,1,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
4,1,14,4,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,2,23,4,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
2,2,0,5,9,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
3,1,8,2,3,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
2,2,16,4,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,18,0,12,0,0,8.0,1.0,24.0,2.2,0.9,-0.3,3.0,99940.0,0,1,3.0,1,1,2,Serious,Fatal
3,1,12,3,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,1,12,1,4,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,1,9,4,3,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
2,2,14,5,3,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,15,2,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,20,2,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,0,1,Slight,Serious
2,1,6,6,8,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,8,4,4,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
1,1,3,4,4,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,2,14,0,1,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,14,2,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,1,14,6,6,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,3,14,0,3,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,0,1,Slight,Serious
1,1,21,1,6,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,2,14,0,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,1,3,0,4,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,11,2,5,0,1,5.0,13.8,364.0,27.9,20.5,13.1,0.0,102140.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,17,4,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,21,6,3,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
3,3,12,3,3,0,1,2.0,13.6,247.0,14.0,7.5,1.1,0.0,102320.0,0,0,0.0,0,1,2,Serious,Fatal
2,1,16,0,1,0,0,7.0,0.2,24.0,9.0,7.8,6.6,0.8,102290.0,0,1,0.8,1,2,1,Fatal,Serious
2,2,14,4,6,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,2,19,6,7,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
2,2,15,3,4,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,2,11,6,7,1,2,7.0,11.0,320.0,25.2,17.6,10.0,0.0,102750.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,15,1,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,2,22,5,10,1,3,4.0,2.9,86.0,14.1,9.5,4.9,0.0,102240.0,0,0,0.0,0,2,1,Fatal,Serious
3,1,16,6,7,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
2,1,19,2,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,14,3,1,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,3,15,3,4,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
1,1,11,4,1,0,0,4.0,0.0,22.0,10.4,9.9,9.4,0.6,101980.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,17,3,12,0,0,6.0,0.0,20.0,7.4,5.2,3.1,15.0,99340.0,0,1,15.0,0,2,1,Fatal,Serious
2,2,9,0,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,0,1,Slight,Serious
2,1,20,3,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
1,1,7,3,6,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,6,0,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,2,21,4,7,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,8,1,2,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
2,1,18,0,11,0,3,7.0,1.9,45.0,12.5,9.9,7.4,0.8,101060.0,0,1,0.8,0,2,1,Fatal,Serious
1,1,17,0,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
1,1,15,0,1,0,0,3.0,6.2,66.0,8.9,4.3,-0.3,0.0,104820.0,0,0,0.0,0,1,2,Serious,Fatal
2,1,11,5,1,1,0,2.0,2.7,43.0,8.0,4.6,1.2,0.0,102620.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,0,6,11,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,1,0,1,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,1,19,4,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,1,15,2,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,1,6,12,1,0,8.0,0.0,27.0,11.1,5.8,0.5,6.0,100340.0,0,0,0.0,1,1,0,Serious,Slight
1,1,15,0,3,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,1,16,5,8,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,10,6,1,1,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,2,19,3,10,0,3,8.0,1.0,58.0,14.6,11.1,7.6,3.0,101130.0,0,0,0.0,1,1,2,Serious,Fatal
2,4,10,6,5,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
1,1,20,0,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,1,21,6,10,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,1,20,3,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,1,15,4,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,18,2,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
1,1,21,6,8,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,1,7,4,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,16,3,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,19,3,11,0,3,4.0,1.6,40.0,10.6,9.2,7.9,0.2,102430.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,14,4,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,18,4,1,0,0,3.0,3.8,43.0,8.6,7.1,5.7,0.0,102100.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,12,6,4,1,1,0.0,5.1,190.0,18.6,12.4,6.2,0.0,102010.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,16,3,4,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
1,1,9,0,2,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
3,3,16,2,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,12,2,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,2,18,4,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,17,3,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,8,0,1,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,23,3,2,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,19,3,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,1,19,4,3,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,18,0,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
2,2,16,6,10,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
2,1,16,1,4,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,2,14,1,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,1,0,5,6,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,2,18,1,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,0,Serious,Slight
3,2,17,5,6,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,13,0,7,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,7,1,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,2,19,5,11,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,2,14,6,9,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,8,3,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
2,1,16,6,10,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,11,5,7,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,1,8,6,10,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
1,1,17,6,6,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
4,1,11,3,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,16,2,6,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,0,1,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,17,6,11,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,2,17,5,5,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
1,1,14,0,1,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,1,16,5,6,1,2,4.0,2.1,191.0,23.1,17.5,11.9,0.6,101930.0,0,1,0.6,0,2,1,Fatal,Serious
1,1,10,1,9,0,3,3.0,8.3,173.0,25.7,18.9,12.2,1.0,101050.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,11,5,1,1,0,8.0,0.0,12.0,7.0,6.3,5.6,0.2,101930.0,0,0,0.0,1,2,1,Fatal,Serious
2,1,23,2,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,2,15,4,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,1,12,1,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,22,2,1,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,1,12,6,2,1,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,18,2,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,15,2,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,2,23,5,7,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,2,7,1,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
1,1,9,6,8,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
2,1,11,1,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,2,17,3,6,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
1,1,16,4,7,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,19,0,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
3,1,16,3,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
1,1,0,6,8,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,18,4,3,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
2,1,14,6,7,1,2,6.0,7.6,307.0,21.5,18.7,15.9,0.6,101760.0,0,0,0.0,0,1,2,Serious,Fatal
2,2,21,2,7,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,1,6,1,4,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,15,2,3,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,15,6,10,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,17,4,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,6,4,11,0,3,8.0,1.5,29.0,9.7,5.3,0.9,1.0,103380.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,18,5,3,1,1,7.0,3.1,115.0,13.6,10.1,6.6,0.8,101430.0,0,1,0.8,0,1,2,Serious,Fatal
1,1,18,1,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,2,23,6,7,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,16,5,9,1,3,5.0,5.5,184.0,22.7,17.5,12.4,0.0,101870.0,0,1,0.0,0,1,2,Serious,Fatal
2,1,14,5,4,1,1,7.0,2.3,121.0,16.1,11.3,6.5,1.0,101750.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,12,4,1,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,2,18,1,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
3,2,12,3,7,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,20,6,9,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
